YYYYMMDD	Module	Version	Who	Changes
20120327	fmDBAnalyser	0.9v1	MrW	With Admin Menu Scripts
20120310	fmTextMultiplier	0.9v4	MrW	Remove fmxmlsnippet AND XML PI, if necessary
20120210	fmCheckMate	0.9v11	MrW	Tidied up layout
20120209	fmWorkMate	0.9v3	MrW	Fensterposition korrigiert
20120209	fmTextSeries	0.9v2	MrW	Fensterposition korrigiert
20120209	fmTextMultiplier	0.9v3	MrW	Fensterposition korrigiert
20120209	fmLogAnalyser	0.9v4	MrW	Fensterposition korrigiert
20120209	fmCheckMate	0.9v10	MrW	Save to fmxmlsnippet.xml
20120202	fmWorkMate	0.9v2	MrW	Mit ADMIN, USER und RUNTIME Menusets
20120202	fmTextSeries	0.9v1	MrW	Mit ADMIN, USER und RUNTIME Menusets
20120202	fmTextMultiplier	0.9v2	MrW	Mit ADMIN, USER und RUNTIME Menusets
20120202	fmLogAnalyser	0.9v3	MrW	Mit ADMIN, USER und RUNTIME Menusets
20120202	fmCheckMate	0.9v9	MrW	Mit ADMIN, USER und RUNTIME Menusets
20120118	fmWorkMate	0.9v1	MrW	Weiter Aufgeräumt und standardisiert. Tools = Developer Tools FMClipMate Log Analyser Text Tools Text Multiplier Text Series Utilities Shell Script
20120111	fmCheckMate	0.9v8	MrW	Changed key shortcut: ⌥⌘ X to search XML
20120111	fmCheckMate	0.9v7	MrW	Improvements: - improved recognition and conversion of the clipboard:, - Show ClipboardFormat, - don't overwrite XML with text, - improved and standardised navigation, - new search & replace functions: - Use Selection for Find - Use Selection for Replace - ALT + [F] Button -> swaps search and replace
20120110	fmWorkMate	0.9v0	MrW	Aufgeräumt und standardisiert. Tools = Developer Tools FMClipMate Log Analyser DB Analyser Text Tools Text Multiplier Text Series Text Vergleich Utilities Calculator Shell Script FindIt!
20120110	fmTextSeries	0.9v0	MrW	Aufgeräumt und standardisiert
20120110	fmTextMultiplier	0.9v1	MrW	With split Option for Name=Value - type replacements
20120110	fmTextMultiplier	0.9v0	MrW	Aufgeräumt und standardisiert
20120110	fmLogAnalyser	0.9v2	MrW	Aufgeräumt und standardisiert
20120110	fmDBAnalyser	0.9v0	MrW	Aufgeräumt und standardisiert
20120110	fmCheckMate	0.9v6	MrW	Performance issue: Replace all: performance improved using Substitute instead of Search & Replace Issue remains: The autoEnter indentation and highlighting remains a performance problem when making lots of changes
20120110	fmCheckMate	0.9v5	MrW	Various improvements: - App rebuilt from scratch with correct application name FMClipMate, - Main tab renamed to FMClipMate, - Download Plugins to Desktop, - Mac Plugin 2 corrected, - Menus improved and added simplified Insert Menu, - Script names improved - Searches improved
20120110	fmCheckMate	0.9v4	MrW	Improved search scripts, buttons and menus, including Find Selected Text and Backwards searches
20120109	fmCheckMate	0.9v3	MrW	Script 6: Convert XML direct to FM Objects
20120109	fmCheckMate	0.9v2	MrW	Hide-Window function
20120109	fmCheckMate	0.9v1	MrW	Windows-only function removed from menu on Mac
20120109	fmCheckMate	0.9v0	MrW	First Version - inc. fixrdpclip.bat - Plugin installation unfinished (needs Admin rights anyhow)
20111221	fmLogAnalyser	0.9v1	MrW	Aufgeräumt
20111221	fmDBAnalyser	0.8v0	MrW	Konten angelegt; DB Tabellen, TOs, Layouts, Scripte aufgeräumt
20111021	fmDBAnalyser	0.7v1	MrW	MBS Plugin nicities ausgebaut
20111021	fmDBAnalyser	0.7v0	MrW	Mac-spezifische Funktionen durch  gekennzeichnet
20111007	fmDBAnalyser	0.6v0	MrW	Applescript korrigiert und MBS Plugin funktionen für schönere Fenster benutzt
20110829	fmDBAnalyser	0.5v0	MrW	Datei in MrW__Analyser umbenannt
20110826	fmLogAnalyser	0.9v0	MrW	New
20110808	fmDBAnalyser	0.3v3	MrW	RelationInfosKompakt
20110808	fmDBAnalyser	0.3v2	MrW	CF _QuickSortText
20110807	fmDBAnalyser	0.3v1	MrW	Knöpfe: "aktueller Wert" übernehmen
20110804	fmDBAnalyser	0.3v0	MrW	Einzelfelder für ID und Name. - Dafür neue CF _AppendColumns
20081113	fmDBAnalyser	0.2v0	MrW	Massives GUI-Overhaul plus Zeig es mir Funktion
20080101	fmDBAnalyser	0.1v0	MrW	a murky beginning...
